stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
42616,"Montchat Place Ronde",45.753525302825,4.891013150295,0,S5760,1
42634,"Meyzieu Ch.De Gaulle",45.766956008696,5.00377404981,0,S30061,1
42635,"Vacher",45.768895417043,5.002729878094,0,S33440,1
42655,"Brunel",45.758704036732,4.927787961508,0,S20455,1
42656,"Brunel",45.758782328922,4.92714916526,0,S20455,1
42658,"Allee de l'Eglise",45.759028035517,4.922761968252,0,S33450,2
42661,"Salengro-Genas",45.746403016413,4.927011948475,0,S33451,1
42662,"Salengro-Genas",45.746459016744,4.927069999001,0,S33451,1
42663,"Salengro-Genas",45.746086020543,4.926588943351,0,S33451,1
42664,"Salengro-Genas",45.746174994649,4.926559960401,0,S33451,1
42665,"Saxe - Gambetta.",45.753284513358,4.847823542831,0,S5092,1
42677,"INSA - Einstein",45.782338994058,4.87791687359,0,S5505,1
42678,"INSA - Einstein",45.782254002663,4.877284995533,0,S5505,1
42679,"Antonins",45.778556042819,4.879384955182,0,S10034,1
42682,"Genas - Lacouture",45.749628717508,4.911455977217,0,S33463,1
42708,"Pasteur - 11 Novembre",45.700982598401,4.926793823336,0,S31150,2
42709,"Arsonval",45.700919975026,4.930232060391,0,S33480,1
42711,"Jean Moulin",45.700773155338,4.933515506309,0,S33481,1
42712,"Jean Moulin",45.700865587297,4.93263345839,0,S33481,1
42715,"Chemin de Revaison",45.70433952105,4.916275688096,0,S11682,2
42736,"Cusset.",45.765671660084,4.90027631096,0,S5023,1
42737,"Flachet.",45.767553443321,4.890051006884,0,S5024,1
42738,"Gratte-Ciel.",45.768989511069,4.882201804939,0,S5042,1
42739,"Republique Villeurbanne.",45.770565029769,4.873669740741,0,S5183,1
42740,"Charpennes Charles Hernu.",45.770548506765,4.864295368915,0,S5102,1
42741,"Massena.",45.769543865052,4.85342649442,0,S5081,1
42742,"Foch.",45.76870905325,4.844499838564,0,S5182,1
42743,"Hotel de Ville - L. Pradel.",45.767317247636,4.836091448864,0,S5046,1
42744,"Cordeliers.",45.763469534772,4.835890889296,0,S5021,1
42745,"Ampere - Victor Hugo.",45.753105618741,4.829253833794,0,S5000,2
42751,"Piscine Loup Pendu",45.815459016467,4.887457029891,0,S33501,1
42752,"Piscine Loup Pendu",45.815551957213,4.887455036215,0,S33501,1
42774,"Chambaud de la Bruyere",45.726202943571,4.836794867655,0,S33510,1
42775,"Chambaud de la Bruyere",45.726329977314,4.836749230141,0,S33510,1
42794,"Mediatheque",45.694363318002,4.936655711359,0,S33520,1
42896,"Duchere Av.de Champagne",45.790665034702,4.797138027103,0,S11884,1
42914,"Mediatheque",45.694336572559,4.936256254531,0,S33520,1
42954,"Hopital Croix-Rousse",45.782845096018,4.834082737158,0,S10563,1
42955,"Mairie du 6eme",45.768336837835,4.850542951555,0,S33550,1
42956,"Caluire Place de la Bascule",45.802491974437,4.85082706185,0,S33190,1
42957,"Caluire Place de la Bascule",45.801946009801,4.851262952293,0,S33190,1
42958,"Sathonay Mairie",45.823613011952,4.874381955606,0,S11259,1
42959,"Sathonay Mairie",45.823545023815,4.873777045399,0,S11259,1
42964,"Sathonay Gare",45.820415601542,4.875107538042,0,S11258,1
42974,"College Plan du Loup.",45.734968919085,4.788708552304,0,S5881,2
42994,"Lorette",45.707579040039,4.798363032044,0,S10866,1
43014,"Berliet Porte C",45.707431011251,4.898584984939,0,S20501,1
43015,"Berliet Porte C",45.706766962334,4.897817016638,0,S20501,1
43018,"Mendes France - Alsace",45.718421422536,4.910240481312,0,S33570,1
43019,"Mendes France - Alsace",45.718615000563,4.910313012739,0,S33570,2
43021,"Porte des Alpes",45.720156963226,4.923655065026,0,S5260,1
43022,"Porte des Alpes",45.720234964647,4.923754470357,0,S5260,1
43024,"Andre Boulloche",45.719070499948,4.930523461798,0,S10030,1
43025,"3eme Millenaire",45.71656200831,4.928370963991,0,S33571,1
43026,"3eme Millenaire",45.716730109821,4.928575613919,0,S33571,1
43027,"Jacques Monod",45.713987751716,4.93155608673,0,S33572,1
43028,"Jacques Monod",45.714859737413,4.931995529959,0,S33572,1
43029,"Parc Technologique",45.71181335435,4.934884292736,0,S5513,1
43030,"Parc Technologique",45.712391049913,4.935592562852,0,S5513,1
43031,"Campus Lyon Ouest",45.782482025665,4.766380961206,0,S33574,1
43033,"Pavillon Medical",45.701656105233,4.81002677988,0,S33575,1
43034,"Chemin de Montluzin",45.868909989816,4.750163054908,0,S33580,1
43035,"Chemin de Montluzin",45.869103837114,4.749988482218,0,S33580,1
43054,"Parc Tete d'Or - Verguin",45.772564846857,4.855881333592,0,S33590,1
43056,"Clinique du Parc",45.771832519577,4.858831922651,0,S33591,1
43058,"Charpennes Charles Hernu",45.769906987606,4.862994968811,0,S5102,1
43061,"Leo Lagrange",45.764527465755,4.878611558396,0,S33592,1
43062,"Villeurbanne Centre",45.767825855041,4.877645021388,0,S33593,1
43114,"Place Croix-Luizet",45.780926005628,4.882553048303,0,S11118,1
43117,"Rue de France - 4 aout",45.764685960455,4.887039953477,0,S33621,1
43118,"Rue de France - 4 aout",45.764738007665,4.886840961241,0,S33621,1
43119,"Place Ronde",45.752882713523,4.891561942715,0,S5760,1
43120,"Place Ronde",45.753248040288,4.891895998897,0,S5760,1
43121,"Verlaine - 4 aout",45.764797,4.881387998722,0,S31390,1
43195,"La Tour de Salvagny Chambettes",45.817046980977,4.70496098969,0,S33631,1
43214,"Parilly Universite Hippodrome",45.722069330223,4.914844739187,0,S33640,2
43215,"Parilly Universite Hippodrome",45.722251383322,4.914364914167,0,S33640,2
43217,"Vaulx-en-Velin  Marcel Cachin",45.784340531699,4.932882143928,0,S33642,2
43218,"Grand Vire",45.777823958482,4.916056964741,0,S10518,2
43219,"Vaulx-en-Velin Le Bourg",45.788052001418,4.925319040234,0,S33643,1
43221,"Z.I. Vaulx-en-Velin Est",45.777283456301,4.934041222978,0,S33644,2
43222,"Cordeliers",45.763927022636,4.835808018711,0,S5021,2
43224,"Cordeliers",45.763064027466,4.836647052034,0,S5021,1
43225,"Cordeliers",45.762835982865,4.836746001312,0,S5021,1
43226,"Cordeliers",45.762995978793,4.838097964923,0,S5021,1
43274,"Carrefour Liberation",45.75849143478,4.774943301484,0,S10164,1
43294,"Bergeron",45.745844018275,4.721842002956,0,S33660,1
43295,"Bergeron",45.745804368373,4.721954315848,0,S33660,1
43298,"Nelli",45.760405489452,4.928974614399,0,S33662,1
43299,"Nelli",45.761230362999,4.929116373348,0,S33662,1
43300,"Centre commercial Sept Chemins",45.746735916304,4.931146285356,0,S33663,1
43301,"Centre commercial Sept Chemins",45.746992007527,4.931493035268,0,S33663,1
43302,"Parilly Universite Hippodrome",45.722103822501,4.914910611402,0,S33640,2
43303,"Bron Droits de l'Homme",45.734059168482,4.931255631444,0,S11674,1
43304,"Bron Droits de l'Homme",45.734164100921,4.931389121024,0,S11674,1
43305,"Triangle de Bron",45.726970983108,4.927032054893,0,S11398,1
43307,"La Borelle",45.712053832032,4.880403239919,0,S5705,1
43308,"Paul Eluard",45.776370623482,4.922497612961,0,S33664,1
43309,"ENTPE - Ecole d'Architecture",45.779423038041,4.922483046105,0,S33665,1
43310,"ENTPE - Ecole d'Architecture",45.779394006652,4.922402948548,0,S33665,1
43313,"Verdun - Paul Cezanne",45.764643890789,4.967733015185,0,S33667,2
43314,"Verdun - Paul Cezanne",45.764783241637,4.967932605101,0,S33667,2
43355,"College Christiane Bernardin",45.741089037752,4.77587602559,0,S33680,1
43356,"Genovefains",45.753556004335,4.816179067257,0,S10504,1
43374,"R.N.6 - A. Pare",45.71015396923,4.978060985776,0,S10723,2
43394,"Centre Commercial Genay",45.892044960352,4.822434033977,0,S33690,2
43395,"Centre Commercial Genay",45.892441007102,4.822137052957,0,S33690,2
43420,"Bellecombe",45.648660022836,4.845134050297,0,S10071,2
43421,"Bellecombe",45.648060440666,4.845006147383,0,S10071,2
43422,"Yves Chauvin",45.648260195293,4.82960195064,0,S33703,2
43423,"Solaize CRES",45.65023799174,4.831204036078,0,S33704,2
43434,"Techlid Le Paisy",45.804689563423,4.765165224211,0,S33710,1
43435,"Techlid Le Paisy",45.804315668039,4.76455669539,0,S33710,1
43454,"Henon",45.779536040528,4.826728953867,0,S5045,1
43474,"Techlid Le Paisy",45.805157347874,4.764761182974,0,S33710,2
43475,"Ecully Le Perollier",45.790258996408,4.777061991757,0,S33720,1
43476,"Ecully Le Perollier",45.790199038662,4.776992038467,0,S33720,1
43477,"Ecully Le Perollier",45.790359023395,4.777151994333,0,S33720,1
43478,"Champagne Lanessan",45.792197997504,4.795700153589,0,S31950,1
43494,"Maison d'Arret",45.677482060598,4.932918381629,0,S32891,1
43495,"Maison d'Arret",45.677597170109,4.933000852887,0,S32891,1
43496,"Cordeliers",45.763464730713,4.83613502205,0,S5021,2
43514,"Vaulx Lakanal",45.786777045548,4.920543956358,0,S11426,1
43534,"Pole Logistique",45.669798618468,4.929641818999,0,S33730,1
43535,"Pole Logistique",45.669883993695,4.929453248439,0,S33730,1
43536,"Aristide Briand",45.692050087999,4.93354090956,0,S33731,2
43537,"Aristide Briand",45.69159077275,4.934328444118,0,S33731,2
43554,"Christophe Colomb",45.681647551039,4.94426158864,0,S33740,1
43555,"Christophe Colomb",45.682504001224,4.944519037751,0,S33740,1
43557,"Les Meurieres",45.680814740105,4.949102078204,0,S10819,1
43574,"Mermoz",45.741913982361,5.022142966598,0,S10051,2
43614,"Bois Dieu",45.84078997147,4.736871990534,0,S33760,1
43634,"St Genis Centre",45.695560161263,4.792104605171,0,S11305,2
43635,"St Genis Centre",45.695514076327,4.792153928449,0,S11305,2
43636,"Beauregard",45.69630785665,4.788785483708,0,S33770,2
43637,"Beauregard",45.696265153632,4.789091853902,0,S33770,2
43638,"Croix Rouge",45.701695029826,4.786326959074,0,S33771,2
43639,"Croix Rouge",45.701592979164,4.786326016252,0,S33771,2
43640,"Desbois - Pommier",45.777228026735,5.006053007303,0,S33063,2
43641,"Desbois - Pommier",45.777639958139,5.005443014761,0,S33063,1
43642,"Meyzieu - Parc du Grand Large",45.788957482481,4.99298421786,0,S33772,2
43644,"Mont Joyeux",45.787709011693,4.993205043062,0,S32019,1
43645,"Charcot",45.786145289925,4.993517418418,0,S32018,1
43647,"Frederic Mistral",45.78220497333,4.995271944765,0,S33773,1
43648,"Verdun - Victor Hugo",45.779756984696,4.996839059803,0,S11449,1
43649,"Meyzieu Le Carreau",45.774850814002,4.989588482618,0,S10943,2
43650,"Rousseau",45.77221258769,4.990760422189,0,S33774,1
43651,"Rousseau",45.77180103629,4.991293041522,0,S33774,1
43657,"Bellecombe - Gaite",45.76757535595,4.863215458155,0,S33780,1
43658,"Ecole Nationale de Musique",45.767383053553,4.874139042121,0,S33781,1
43659,"Parc de Lacroix-Laval",45.784519383651,4.718024645698,0,S11043,1
43660,"Salle Omnisports",45.783445998867,4.711333961654,0,S33782,2
43661,"Parc de Lacroix-Laval",45.784484775944,4.718383364049,0,S11043,2
43674,"Les Joncs",45.809037039883,4.764025054584,0,S33395,2
43675,"Techlid Le Tronchon",45.805422989509,4.771619783558,0,S33790,2
43676,"Parc d'Activites de la Tour",45.817674016214,4.722931064386,0,S33791,2
43677,"Parc d'Activites de la Tour",45.817700999818,4.722792052435,0,S33791,2
43715,"Parilly Jean Zay",45.712291393495,4.903169656556,0,S33810,1
43716,"Parilly Jean Zay",45.711988423927,4.90264157664,0,S33810,2
43734,"Crepieux La Pape",45.805516021837,4.885224961303,0,S20128,2
43736,"Rillieux - Les Alagniers",45.81412603068,4.894295065782,0,S33420,1
43737,"Rillieux - Les Alagniers",45.81406007061,4.894187340656,0,S33420,1
43754,"Bd de Parilly",45.715134228203,4.906386105424,0,S33820,2
43755,"Bd de Parilly",45.715511039928,4.90658603235,0,S33820,2
43774,"Parc de la Mairie",45.756716028008,4.800196356735,0,S33830,1
43816,"St Fons 4 Chemins",45.708281032994,4.856120953389,0,S11298,1
43831,"Lycee Agroalimentaire",45.666488643143,4.79161792004,0,S33853,2
43832,"Lycee Agroalimentaire",45.666493983621,4.791785048364,0,S33853,1
43834,"Lycee Rosa Parks",45.876899693167,4.847034969403,0,S33860,1
43838,"Hotel de Region Montrochet",45.738630922336,4.821920948359,0,S5519,2
43839,"Hotel de Region Montrochet",45.741112044482,4.819605028174,0,S5519,2
43842,"Champagne De Gaulle",45.801902772953,4.784912240472,0,S33862,1
43848,"Chemin de Crecy",45.801070026568,4.804442972914,0,S33864,2
43854,"Bois de l'Etoile Liberte",45.784889033996,4.722831067138,0,S33870,2
43855,"Bois de l'Etoile Liberte",45.784445975514,4.723768990121,0,S33870,2
43856,"L'Etang",45.807469040891,4.778956554443,0,S33871,1
43874,"Neuville Cinema",45.874068043096,4.842039007532,0,S33880,2
43875,"College Jean Renoir",45.869671290041,4.845029324656,0,S10597,2
43876,"Neuville Combattants",45.870532416151,4.847181926768,0,S33881,2
43878,"Tatiere",45.873675972257,4.842264023152,0,S33883,2
43879,"Neuville Mairie",45.877109512306,4.840446296301,0,S33884,2
43880,"La Vosne",45.878343758592,4.848879494327,0,S10704,2
43881,"Torrieres",45.880766020247,4.84820302365,0,S33885,2
43882,"Le Sablon",45.880342020336,4.846494003315,0,S33886,2
43883,"Wissel",45.876932806423,4.843531162617,0,S33887,2
43884,"Neuville Ancienne Gare",45.878239031054,4.841464379494,0,S33888,2
43885,"Neuville Racine",45.871427050713,4.842583909203,0,S33889,2
43886,"Neuville Hopital",45.868037546496,4.847248233949,0,S33890,2
43889,"Rue J.Moulin",45.881849470575,4.84021142398,0,S33891,2
43914,"Sogaris - Promotrans",45.676020962531,4.934595857687,0,S30987,1
43915,"St Fons Mairie",45.708130130807,4.855232948956,0,S11779,1
43917,"Hopital Feyzin Venissieux",45.689513181044,4.864938961361,0,S5715,2
43920,"Saint Denis",45.779517006013,4.8303295801,0,S33902,1
43934,"Hopital Croix-Rousse",45.77979332014,4.829235774887,0,S10563,1
43936,"Vaulx-en-Velin  Marcel Cachin",45.784353998336,4.933129034676,0,S33642,2
43937,"Vaulx-en-Velin  Marcel Cachin",45.784331916421,4.933254850428,0,S33642,2
43945,"Cimetiere de Saint-Priest",45.692040256813,4.9463720578,0,S11721,2
43999,"Mions Centre",45.664089712293,4.956435586858,0,S33000,1
44018,"Le Tonkin",45.779098614652,4.864748329369,0,S11393,1
44058,"Mions Mairie",45.663758030982,4.957858952466,0,S10959,1
44178,"College Paul Vallon",45.568685681574,4.795687681744,0,S31730,2
44278,"Charbonnieres Les Verrieres",45.78946202021,4.744488964907,0,S33630,1
44279,"Charbonnieres Les Verrieres",45.789199801269,4.744628529906,0,S33630,1
44320,"Marcy l'Orme",45.779434680035,4.706497278678,0,S10912,2
44321,"Grand Champ",45.799331913518,4.819620704451,0,S33940,1
44322,"Grand Champ",45.799906969237,4.819667012526,0,S33940,1
44358,"Manissieux Place Balzac",45.706004930849,4.978151406256,0,S10904,1
44381,"Meyzieu Jacques Prevert",45.76053999443,4.994482012698,0,S33950,2
44382,"Seigliere - Jaures",45.746541022774,5.019005003272,0,S33951,2
44418,"Emile Bertrand",45.772072042979,4.957285051586,0,S20209,2
44440,"Parc de Lacroix-Laval",45.784115806463,4.717955708565,0,S11043,2
44538,"Le Monteiller",45.879725034718,4.841191049248,0,S33970,2
44558,"Le Monteiller",45.879840039144,4.841139976702,0,S33970,2
44598,"Bellecour A. Poncet",45.7558481187,4.834991722721,0,S10075,1
44618,"Charbonnieres Les Verrieres",45.789342953946,4.744248814438,0,S33630,1
44658,"Camp Militaire",45.81926596568,4.868860959709,0,S20110,1
44678,"Genas - Lacouture",45.749958328162,4.911998573634,0,S33463,1
44718,"Montessuy Hauts St Clair",45.79430996509,4.848898048543,0,S10988,1
44758,"Leclerc",45.813244997792,4.89596997168,0,S32011,1
44759,"Leclerc",45.813047242897,4.895182877116,0,S32011,1
44798,"Porcher",45.802652925085,4.837904143645,0,S33990,2
44799,"Porcher",45.802307544896,4.837244943523,0,S33990,2
44818,"Homme de la Roche RG",45.767850047685,4.820643196814,0,S34000,1
44819,"Homme de la Roche RD",45.766691289941,4.820127860903,0,S34001,1
44838,"Marengo",45.759259029393,4.876038035517,0,S20144,1
44978,"Parilly Universite Hippodrome",45.7227311844,4.915029957056,0,S33640,2
45001,"Petite Guille",45.730753011961,4.85810296678,0,S5918,1
45018,"La Chicotiere",45.845402282768,4.73365938286,0,S34020,2
45038,"Caluire - Bords de Saone",45.79112096381,4.823613969845,0,S34030,1
45039,"Capitaine Ferber",45.790214025635,4.827098957895,0,S34031,2
45040,"Maison des Associations",45.792530032866,4.828560990361,0,S34032,1
45041,"Cuire Le Bas",45.793764023555,4.828451060133,0,S20344,2
45218,"Hauts de Vassieux",45.801888039109,4.862512002876,0,S20291,1
45260,"Lycee J.P. Sartre",45.737981035368,4.922184354897,0,S5902,1
45261,"Lycee J.P. Sartre",45.738052635127,4.92215146761,0,S5902,1
45262,"Parc du Chene",45.738981672684,4.926645504182,0,S5903,1
45263,"Parc du Chene",45.739056914928,4.926610865173,0,S5903,1
45265,"De Tassigny - Curial",45.735779569396,4.917016101374,0,S5901,1
45266,"De Tassigny - Curial",45.735779569396,4.917016101374,0,S5901,1
45267,"Eurexpo",45.732067853063,4.947946236806,0,S5621,1
45268,"Eurexpo.",45.732067853063,4.947946236806,0,S5621,1
45270,"Grange  Blanche",45.742458598431,4.879317332342,0,S5041,1
45271,"Grange Blanche",45.742511461389,4.879506957146,0,S5041,1
45279,"College Balzac",45.725709014208,4.860850973079,0,S34070,1
45280,"College Balzac",45.725701971382,4.860939970729,0,S34070,1
45281,"Place Ennemond Romand",45.72324781484,4.858636278594,0,S11126,1
45282,"Place Ennemond Romand",45.723630983862,4.858616950714,0,S11126,1
45358,"Clos des Coquilles",45.731416751349,4.741136583427,0,S34080,1
45359,"Clos des Coquilles",45.731291995813,4.741687007423,0,S34080,1
45378,"Hotel de Region Montrochet",45.737906968604,4.8212090204,0,S5519,2
45401,"Ancienne Gare",45.718700537482,4.696957032715,0,S32780,2
45402,"Thurins Mairie",45.682986944836,4.640647363352,0,S34090,2
45418,"Le Grand Treyve",45.718718097046,4.693552690069,0,S34100,2
45419,"Le Grand Treyve",45.718397958769,4.694412996376,0,S34100,1
45420,"Joanna",45.716543015132,4.691262414136,0,S34101,2
45421,"Joanna",45.716505967041,4.691312225182,0,S34101,1
45422,"Parc d'Activites des Lats",45.701444019785,4.687285005343,0,S34102,1
45423,"Parc d'Activites des Lats",45.7014829658,4.687385063161,0,S34102,1
45424,"Malataverne",45.697892851011,4.686149289141,0,S34103,2
45425,"Malataverne",45.697731253029,4.686129550766,0,S34103,2
45426,"Pre Moulin",45.696813915098,4.681363733237,0,S34104,2
45427,"Messimy Mairie",45.697743999671,4.676132998615,0,S34105,2
45428,"Pre Moulin",45.6967991491,4.681208973782,0,S34104,1
45429,"Quinsonnas",45.686102025275,4.670828064328,0,S34106,2
45430,"Quinsonnas",45.686094527891,4.670993661256,0,S34106,2
45431,"La Valotte",45.679208748642,4.658439651635,0,S34107,2
45432,"La Valotte",45.679111423193,4.658358510034,0,S34107,2
45433,"Le Pont",45.679463957776,4.649955036483,0,S34108,1
45434,"Le Pont",45.679428958874,4.649155944123,0,S34108,1
45435,"Thurins Les Vergers",45.681691384021,4.644124324892,0,S34109,2
45438,"Chapelle de Beaunant",45.716983118067,4.777229573034,0,S34120,2
45439,"Chapelle de Beaunant",45.716919054904,4.777278130654,0,S34120,2
45440,"Le Caillou",45.701685971239,4.767380982203,0,S34121,2
45441,"Le Caillou",45.702296001696,4.767645045501,0,S34121,2
45442,"Chaponost Gare",45.698965157624,4.763033549947,0,S34122,1
45443,"Chaponost Gare",45.698652411098,4.764175827535,0,S34122,1
45444,"Le Gilbertin",45.700636197389,4.751918739326,0,S34123,1
45445,"Le Gilbertin",45.70059650658,4.752507890255,0,S34123,1
45446,"La Chaize",45.70187602515,4.74892597426,0,S34124,1
45447,"La Chaize",45.701428102576,4.748998970345,0,S34124,1
45448,"Maison des Jeunes",45.70387803156,4.747948980553,0,S34125,2
45449,"Maison des Jeunes",45.703996012985,4.747774042495,0,S34125,2
